key,item_fat_content,item_identifier,item_MRP,item_outlet_sales,item_type,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,outlet_years,item_visibility_mean_ratio
219,Low Fat,FDA39,40.2822,1139.1838,Food,6.32,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.86746895
220,Regular,FDY24,52.9298,1995.4026,Food,4.88,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776765
221,Regular,FDC60,88.3514,1416.8224,Food,5.425,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858112
222,Regular,FDH28,37.2506,265.6542,Food,15.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.996958475
223,Low Fat,FDT25,121.7072,3552.7088,Food,7.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858118
224,Low Fat,DRJ13,161.5578,2406.867,Drink,12.65,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616787
225,Non-Edible,NCO07,211.956,213.056,Non-consumable,9.06,OUT019,Tier 1,Small,Grocery Store,train,28,1.74815306
226,Low Fat,FDW20,124.173,2956.152,Food,20.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616775
227,Low Fat,DRF27,152.134,153.134,Drink,8.93,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153019
228,Low Fat,FDS49,79.7644,1649.8524,Food,9,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.97165699
229,Low Fat,FDX25,181.9292,3101.2964,Food,16.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995251554
230,Non-Edible,NCX42,165.6526,4769.1254,Non-consumable,6.36,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612609
231,Regular,FDG33,170.4764,3435.528,Food,5.365,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377938
232,Low Fat,FDL56,86.4198,1133.8574,Food,14.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472558
233,Low Fat,FDF14,152.334,2603.278,Food,7.55,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034311
234,Non-Edible,NCD06,45.406,605.878,Non-consumable,13,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447673
235,Low Fat,DRM47,192.8846,2293.0152,Drink,9.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612658
236,Regular,FDS46,118.7782,119.1782,Food,17.6,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153005
237,Regular,FDB35,92.9804,1929.4884,Food,12.3,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381143
238,Low Fat,FDX21,109.8912,2074.6328,Food,7.05,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99337794
239,Non-Edible,NCU05,79.9618,241.6854,Non-consumable,11.8,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612653
240,Non-Edible,NCR38,251.3724,6795.1548,Non-consumable,17.25,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472563
241,Non-Edible,NCR18,42.7112,639.168,Non-consumable,15.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875229
242,Non-Edible,NCU41,192.1846,3248.4382,Non-consumable,18.85,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258891
243,Regular,FDY56,227.6062,7222.5984,Food,16.35,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858119
244,Low Fat,DRJ51,229.0668,3225.1352,Drink,14.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810907
245,Low Fat,FDK21,249.0408,3755.112,Food,7.905,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258855
246,Low Fat,FDY25,179.3976,3440.8544,Food,12,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999262287
247,Regular,FDU44,163.4552,974.7312,Food,12.15,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258886
248,Low Fat,FDL43,75.367,535.969,Food,10.1,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
249,Low Fat,FDF05,262.491,5259.82,Food,17.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095321
250,Low Fat,DRF15,152.034,306.268,Drink,18.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545589
251,Low Fat,FDL20,112.3886,1779.0176,Food,17.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514932
252,Low Fat,FDV32,61.451,759.012,Food,7.785,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
253,Regular,FDJ34,125.9704,1877.556,Food,11.8,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391712
254,Regular,FDG08,171.8764,3779.0808,Food,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028026
255,Low Fat,FDQ04,41.5796,41.2796,Food,6.4,OUT019,Tier 1,Small,Grocery Store,train,28,1.745957518
256,Low Fat,FDW13,51.1324,259.662,Food,8.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858115
257,Non-Edible,NCI17,96.341,193.082,Non-consumable,8.645,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99916783
258,Regular,FDY03,110.9202,1687.803,Food,17.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236224
259,Low Fat,FDS12,127.5362,4655.9394,Food,9.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858116
260,Regular,FDJ55,225.9404,4950.8888,Food,12.8,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616764
261,Low Fat,DRK01,95.4436,1418.154,Drink,7.63,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258873
262,Regular,FDG28,246.4144,1225.072,Food,9.285,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656419
263,Regular,FDY38,231.03,5359.69,Food,13.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472564
264,Low Fat,FDN01,176.237,1764.37,Food,8.895,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236224
265,Non-Edible,NCR54,195.211,2553.343,Non-consumable,16.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616793
266,Low Fat,FDG29,43.3454,1006.6896,Food,17.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391703
267,Low Fat,FDG24,85.225,1081.925,Food,7.975,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391705
268,Low Fat,FDG59,36.7164,308.9312,Food,15.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095304
269,Low Fat,FDM28,178.666,2516.724,Food,15.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381143
270,Regular,FDW04,128.831,1428.141,Food,8.985,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223235
271,Low Fat,FDS26,260.1594,2093.2752,Food,20.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616795
272,Low Fat,FDQ56,85.6908,1929.4884,Food,6.59,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616798
273,Low Fat,FDK51,264.0884,5829.7448,Food,19.85,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810893
274,Low Fat,FDL22,91.4488,2082.6224,Food,16.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447681
275,Low Fat,FDH19,173.1738,7298.4996,Food,19.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612657
276,Low Fat,FDY55,256.4988,7452.9652,Food,16.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999356803
277,Regular,FDY03,110.5202,450.0808,Food,17.6,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858117
278,Low Fat,FDK21,250.4408,500.6816,Food,7.905,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196768
279,Low Fat,FDZ10,126.202,3668.558,Food,17.85,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992364789
280,Regular,FDZ32,103.1964,736.3748,Food,7.785,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514948
281,Non-Edible,NCZ18,253.0698,6088.0752,Non-consumable,7.825,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810908
282,Non-Edible,NCF07,101.0016,2125.2336,Non-consumable,9,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384448
283,Low Fat,DRE49,153.0024,2277.036,Drink,20.75,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095327
284,Low Fat,FDJ08,190.3846,573.2538,Food,11.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152997
285,Regular,FDT39,151.1366,2267.049,Food,6.26,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023082
286,Low Fat,FDE08,147.3734,296.9468,Food,18.2,OUT010,Tier 3,Small,Grocery Store,train,15,1.67119673
287,Non-Edible,NCD06,46.306,559.272,Non-consumable,13,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514935
288,Regular,FDB57,222.1772,5559.43,Food,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258872
289,Non-Edible,NCT54,95.5094,1237.7222,Non-consumable,8.695,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554733
290,Low Fat,DRF49,113.5518,569.259,Drink,7.27,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472563
291,Regular,FDM25,174.0712,3866.9664,Food,10.695,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992130656
292,Low Fat,FDF20,198.4768,1379.5376,Food,12.85,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236225
293,Low Fat,FDH27,142.7128,1869.5664,Food,7.075,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278121
294,Regular,FDV60,196.211,5499.508,Food,20.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992130657
295,Low Fat,FDY59,94.3462,925.462,Food,8.195,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554734
296,Low Fat,FDK36,47.9034,583.2408,Food,7.09,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810958
297,Non-Edible,NCM31,141.4154,1418.154,Non-consumable,6.095,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447681
298,Regular,FDE33,80.2644,942.7728,Food,19.35,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858117
299,Low Fat,FDU36,99.3384,2364.9216,Food,6.15,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.99844768
300,Regular,FDV13,87.9856,3251.7672,Food,17.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99438444
301,Regular,FDV20,125.2678,254.3356,Food,20.2,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740046
302,Non-Edible,NCQ54,167.0474,5895.659,Non-consumable,17.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810881
303,Low Fat,FDO23,93.7436,1134.5232,Food,17.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073576
304,Low Fat,DRE60,224.972,7696.648,Drink,9.395,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472553
305,Low Fat,DRP47,250.5382,2775.7202,Drink,15.75,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.002597679
306,Low Fat,FDB21,241.2854,5317.0788,Food,7.475,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472553
307,Low Fat,FDR04,98.0068,874.8612,Food,7.075,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.964130047
308,Low Fat,FDX23,92.6436,1039.9796,Food,6.445,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447672
309,Low Fat,FDX19,235.0958,3038.0454,Food,19.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99825888
310,Regular,FDD40,193.6162,3848.324,Food,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258884
311,Regular,FDA01,59.1904,527.3136,Food,15,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447674
312,Regular,FDS33,89.1514,2390.8878,Food,6.67,OUT046,Tier 1,Small,Supermarket Type1,train,16,1.000094553
313,Regular,FDM50,60.222,1677.816,Food,13,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995345652
314,Regular,FDB29,112.7176,801.6232,Food,16.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391723
315,Low Fat,FDF46,115.5834,1267.0174,Food,7.07,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00202803
316,Low Fat,FDA33,148.0076,886.8456,Food,6.48,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249667
317,Regular,FDC08,228.272,452.744,Food,19,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196718
318,Low Fat,FDB53,147.5392,3877.6192,Food,13.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028025
319,Low Fat,FDY31,146.6418,4414.254,Food,5.98,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99337793
320,Low Fat,DRQ35,122.4388,5448.9072,Drink,9.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612633
321,Regular,FDX36,223.9404,4950.8888,Food,9.695,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763779
322,Low Fat,DRD13,62.6168,958.752,Drink,15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875257
323,Regular,FDC52,149.9708,1956.1204,Food,11.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095373
324,Low Fat,FDB45,103.2306,2404.2038,Food,20.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
325,Non-Edible,NCK19,194.3478,387.4956,Non-consumable,9.8,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196713
326,Low Fat,FDV51,165.0842,994.7052,Food,16.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616777
327,Regular,FDZ35,101.299,1754.383,Food,9.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028011
328,Non-Edible,NCW17,129.9994,3340.9844,Non-consumable,18,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377954
329,Low Fat,FDV59,216.7166,3918.8988,Food,13.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028024
330,Low Fat,DRH39,76.367,306.268,Drink,20.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998486035
331,Low Fat,FDN60,158.4604,4278.4308,Food,15.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612649
332,Low Fat,FDU55,260.6278,4425.5726,Food,16.2,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249694
333,Regular,FDN58,230.9984,9267.936,Food,13.8,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384451
334,Low Fat,FDC41,76.867,229.701,Food,15.6,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740047
335,Regular,FDO01,129.3994,2055.9904,Food,21.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377938
336,Non-Edible,NCO43,101.3016,3339.6528,Non-consumable,5.5,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
337,Regular,FDQ07,221.7456,6410.3224,Food,15.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472558
338,Regular,FDF28,122.9046,1992.0736,Food,15.7,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858098
339,Regular,FDM01,104.4332,2870.9296,Food,7.895,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005751498
340,Regular,FDY49,164.5184,2807.0128,Food,17.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612616
341,Regular,FDR24,88.183,539.298,Food,17.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616784
342,Non-Edible,NCY18,174.3054,4377.635,Non-consumable,7.285,OUT013,Tier 3,High,Supermarket Type1,train,26,0.9976168
343,Non-Edible,NCY30,180.9976,2716.464,Non-consumable,20.25,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472539
344,Low Fat,FDJ22,190.9504,383.5008,Food,18.75,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152994
345,Low Fat,DRI37,59.5904,703.0848,Drink,15.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
346,Low Fat,FDL27,66.3826,1937.478,Food,6.17,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
347,Non-Edible,NCO30,182.2608,3307.6944,Non-consumable,19.5,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.998508451
348,Non-Edible,NCB07,197.611,3142.576,Non-consumable,19.2,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
349,Low Fat,FDX25,181.2292,2554.0088,Food,16.7,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.750596908
350,Regular,FDP59,104.0648,1869.5664,Food,20.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278109
351,Regular,FDR59,260.4594,5494.8474,Food,14.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472556
352,Regular,FDT27,233.1616,6093.4016,Food,11.395,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381126
353,Low Fat,DRI01,174.0422,2586.633,Drink,7.97,OUT046,Tier 1,Small,Supermarket Type1,train,16,1.000189134
354,Regular,FDU09,55.2956,1255.6988,Food,7.71,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763776
355,Regular,FDH26,141.7496,4093.3384,Food,19.25,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447675
356,Low Fat,FDH27,142.2128,3163.8816,Food,7.075,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211824
357,Regular,FDN39,166.0816,5033.448,Food,19.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995345668
358,Regular,FDH40,79.9276,1137.1864,Food,11.6,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211815
359,Low Fat,FDJ56,98.77,2696.49,Food,8.985,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612653
360,Low Fat,DRN47,178.566,898.83,Drink,12.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001255889
361,Non-Edible,NCO17,118.244,2756.412,Non-consumable,10,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447679
362,Low Fat,FDX60,81.896,878.856,Food,14.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00124969
363,Low Fat,FDT22,58.222,659.142,Food,10.395,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
364,Low Fat,FDX26,182.6292,182.4292,Food,17.7,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545603
365,Low Fat,FDG45,211.4902,3610.6334,Food,8.1,OUT013,Tier 3,High,Supermarket Type1,train,26,1
366,Regular,FDD44,256.4646,5153.292,Food,8.05,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99903429
367,Regular,FDS15,108.7596,2588.6304,Food,9.195,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858111
368,Regular,FDL51,212.5876,1286.3256,Food,20.7,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514926
369,Regular,FDL32,110.1544,1230.3984,Food,15.7,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.001576414
370,Regular,FDZ07,60.2194,1733.7432,Food,15.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.94255567
371,Non-Edible,NCW53,193.8162,384.8324,Non-consumable,18.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153007
372,Non-Edible,NCA54,180.0318,3969.4996,Non-consumable,16.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00047258
373,Low Fat,FDX09,176.437,7763.228,Food,9,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023075
374,Regular,FDO51,41.2112,809.6128,Food,6.785,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616805
375,Low Fat,FDW49,178.6002,1253.7014,Food,19.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00101966
376,Low Fat,FDB27,195.2768,5715.2272,Food,7.575,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447678
377,Regular,FDF45,57.7904,1464.76,Food,18.2,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391749
378,Low Fat,FDV02,169.8106,3251.1014,Food,16.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391704
379,Regular,FDY28,214.3218,4274.436,Food,7.47,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.775970963
380,Regular,FDX31,231.7958,5375.0034,Food,20.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995251516
381,Low Fat,FDR43,38.019,1318.284,Food,18.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612654
382,Regular,FDP51,119.4124,2251.7356,Food,13.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514929
383,Regular,FDL52,37.4506,1176.4686,Food,6.635,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.002597683
384,Regular,FDR44,130.4968,3523.4136,Food,6.11,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
385,Low Fat,FDB34,86.2198,610.5386,Food,15.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258877
386,Low Fat,FDC50,96.4094,1237.7222,Food,15.85,OUT035,Tier 2,Small,Supermarket Type1,train,9,1.040057385
387,Low Fat,FDT57,235.1248,474.0496,Food,15.2,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196756
388,Regular,FDP22,52.6666,717.7324,Food,14.65,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.875855574
389,Low Fat,DRE49,150.5024,2580.6408,Drink,20.75,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447684
390,Low Fat,FDM40,143.2154,2552.6772,Food,10.195,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
391,Low Fat,FDY32,164.021,3914.904,Food,7.605,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236224
392,Regular,FDW07,88.5514,796.9626,Food,18,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447681
393,Low Fat,FDU02,228.9352,916.1408,Food,13.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153006
394,Non-Edible,NCF18,191.3504,3259.7568,Non-consumable,18.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236224
395,Low Fat,FDQ56,84.8908,1677.816,Food,6.59,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
396,Regular,FDN58,230.0984,3707.1744,Food,13.8,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776768
397,Regular,FDG35,173.5738,2954.1546,Food,21.2,OUT046,Tier 1,Small,Supermarket Type1,train,16,1.000189214
398,Regular,FDY34,166.4842,2652.5472,Food,10.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514971
399,Non-Edible,NCE19,52.7956,1037.3164,Non-consumable,8.97,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236228
400,Non-Edible,NCK31,50.9666,717.7324,Non-consumable,10.895,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377934
401,Non-Edible,NCJ29,86.1224,426.112,Non-consumable,10.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249678
402,Low Fat,FDT59,231.1668,6911.004,Food,13.65,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.996769982
403,Non-Edible,NCX41,211.0244,3811.0392,Non-consumable,19,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.99922323
404,Regular,FDU45,115.3518,2277.036,Food,15.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377926
405,Low Fat,FDW24,48.9034,48.6034,Food,6.8,OUT019,Tier 1,Small,Grocery Store,train,28,1.74774004
406,Low Fat,FDF22,212.8218,5770.4886,Food,6.865,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763773
407,Regular,FDM60,40.2138,690.4346,Food,10.8,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223237
408,Low Fat,FDR02,110.2886,1890.2062,Food,16.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381137
409,Low Fat,DRP35,126.2336,3195.84,Drink,18.85,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612646
410,Low Fat,FDS48,150.1708,1504.708,Food,15.15,OUT046,Tier 1,Small,Supermarket Type1,train,16,1.00009454
411,Non-Edible,NCZ42,238.3248,711.0744,Non-consumable,10.5,OUT010,Tier 3,Small,Grocery Store,train,15,0.975073986
412,Low Fat,FDZ38,174.2422,4311.055,Food,17.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514894
413,Low Fat,FDH19,175.4738,521.3214,Food,19.35,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447673
414,Non-Edible,NCB55,59.4562,829.5868,Non-consumable,15.7,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447675
415,Low Fat,FDC15,155.5288,1571.288,Food,18.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095307
416,Regular,FDF11,239.6538,2403.538,Food,10.195,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258869
417,Low Fat,FDW35,41.6454,83.8908,Food,10.6,OUT019,Tier 1,Small,Grocery Store,train,28,1.74815299
418,Low Fat,FDB44,211.0586,844.2344,Food,6.655,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028029
419,Non-Edible,NCC06,127.3336,2940.1728,Non-consumable,19,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858133
420,Low Fat,FDR04,98.0068,291.6204,Food,7.075,OUT010,Tier 3,Small,Grocery Store,train,15,1.673795004
421,Low Fat,FDB17,181.2976,3259.7568,Food,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236228
422,Regular,FDW43,226.8036,3415.554,Food,20.1,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
423,Regular,FDA27,256.7672,5624.6784,Food,20.35,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.972694023
